country_code,period,period_label,indicator,value,unit,source,fetched_at
AR,2022-04-01,nan (202204),indec_B_variacion_interanual,60.4,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-04-01,nan (202204),indec_S_indice,589.924,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-04-01,nan (202204),indec_S_variacion_mensual,5.1,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-04-01,nan (202204),indec_S_variacion_interanual,51.9,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-05-01,NIVEL GENERAL (202205),indec_0_indice,753.147,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-05-01,NIVEL GENERAL (202205),indec_0_variacion_mensual,5.1,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-05-01,NIVEL GENERAL (202205),indec_0_variacion_interanual,60.7,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-05-01,Alimentos y bebidas no alcohólicas (202205),indec_01_indice,814.5693,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-05-01,Alimentos y bebidas no alcohólicas (202205),indec_01_variacion_mensual,4.4,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-05-01,Alimentos y bebidas no alcohólicas (202205),indec_01_variacion_interanual,64.2,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-05-01,Bebidas alcohólicas y tabaco (202205),indec_02_indice,593.5899,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-05-01,Bebidas alcohólicas y tabaco (202205),indec_02_variacion_mensual,5.7,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-05-01,Bebidas alcohólicas y tabaco (202205),indec_02_variacion_interanual,54.4,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-05-01,Prendas de vestir y calzado (202205),indec_03_indice,847.1542,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-05-01,Prendas de vestir y calzado (202205),indec_03_variacion_mensual,5.8,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-05-01,Prendas de vestir y calzado (202205),indec_03_variacion_interanual,79.6,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-05-01,"Vivienda, agua, electricidad, gas y otros combustibles (202205)",indec_04_indice,581.7106,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-05-01,"Vivienda, agua, electricidad, gas y otros combustibles (202205)",indec_04_variacion_mensual,3.6,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-05-01,"Vivienda, agua, electricidad, gas y otros combustibles (202205)",indec_04_variacion_interanual,41.8,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-05-01,Equipamiento y mantenimiento del hogar (202205),indec_05_indice,728.9951,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-05-01,Equipamiento y mantenimiento del hogar (202205),indec_05_variacion_mensual,5.4,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-05-01,Equipamiento y mantenimiento del hogar (202205),indec_05_variacion_interanual,54.8,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-05-01,Salud (202205),indec_06_indice,825.5739,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-05-01,Salud (202205),indec_06_variacion_mensual,6.2,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-05-01,Salud (202205),indec_06_variacion_interanual,60.7,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-05-01,Transporte (202205),indec_07_indice,810.22,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-05-01,Transporte (202205),indec_07_variacion_mensual,6.1,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-05-01,Transporte (202205),indec_07_variacion_interanual,56.7,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-05-01,Comunicación (202205),indec_08_indice,601.2442,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-05-01,Comunicación (202205),indec_08_variacion_mensual,3.1,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-05-01,Comunicación (202205),indec_08_variacion_interanual,37.4,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-05-01,Recreación y cultura (202205),indec_09_indice,693.9163,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-05-01,Recreación y cultura (202205),indec_09_variacion_mensual,5.2,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-05-01,Recreación y cultura (202205),indec_09_variacion_interanual,51.7,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-05-01,Educación (202205),indec_10_indice,656.1411,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-05-01,Educación (202205),indec_10_variacion_mensual,3.2,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-05-01,Educación (202205),indec_10_variacion_interanual,57.7,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-05-01,Restaurantes y hoteles (202205),indec_11_indice,758.3527,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-05-01,Restaurantes y hoteles (202205),indec_11_variacion_mensual,5.7,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-05-01,Restaurantes y hoteles (202205),indec_11_variacion_interanual,76.7,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-05-01,Bienes y servicios varios (202205),indec_12_indice,635.8157,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-05-01,Bienes y servicios varios (202205),indec_12_variacion_mensual,4.6,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-05-01,Bienes y servicios varios (202205),indec_12_variacion_interanual,52.7,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-05-01,nan (202205),indec_Estacional_indice,825.8088,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-05-01,nan (202205),indec_Estacional_variacion_mensual,3.4,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-05-01,nan (202205),indec_Estacional_variacion_interanual,74.0,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-05-01,nan (202205),indec_Núcleo_indice,779.9267,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-05-01,nan (202205),indec_Núcleo_variacion_mensual,5.2,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-05-01,nan (202205),indec_Núcleo_variacion_interanual,63.2,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-05-01,nan (202205),indec_Regulados_indice,629.0029,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-05-01,nan (202205),indec_Regulados_variacion_mensual,5.7,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-05-01,nan (202205),indec_Regulados_variacion_interanual,44.1,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-05-01,nan (202205),indec_B_indice,824.5376,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-05-01,nan (202205),indec_B_variacion_mensual,5.3,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-05-01,nan (202205),indec_B_variacion_interanual,63.2,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-05-01,nan (202205),indec_S_indice,615.2979,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-05-01,nan (202205),indec_S_variacion_mensual,4.3,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-05-01,nan (202205),indec_S_variacion_interanual,54.2,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-06-01,NIVEL GENERAL (202206),indec_0_indice,793.0278,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-06-01,NIVEL GENERAL (202206),indec_0_variacion_mensual,5.3,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-06-01,NIVEL GENERAL (202206),indec_0_variacion_interanual,64.0,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-06-01,Alimentos y bebidas no alcohólicas (202206),indec_01_indice,852.1804,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-06-01,Alimentos y bebidas no alcohólicas (202206),indec_01_variacion_mensual,4.6,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-06-01,Alimentos y bebidas no alcohólicas (202206),indec_01_variacion_interanual,66.4,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-06-01,Bebidas alcohólicas y tabaco (202206),indec_02_indice,633.4988,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-06-01,Bebidas alcohólicas y tabaco (202206),indec_02_variacion_mensual,6.7,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-06-01,Bebidas alcohólicas y tabaco (202206),indec_02_variacion_interanual,56.2,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-06-01,Prendas de vestir y calzado (202206),indec_03_indice,895.8753,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-06-01,Prendas de vestir y calzado (202206),indec_03_variacion_mensual,5.8,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-06-01,Prendas de vestir y calzado (202206),indec_03_variacion_interanual,83.6,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-06-01,"Vivienda, agua, electricidad, gas y otros combustibles (202206)",indec_04_indice,621.3286,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-06-01,"Vivienda, agua, electricidad, gas y otros combustibles (202206)",indec_04_variacion_mensual,6.8,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-06-01,"Vivienda, agua, electricidad, gas y otros combustibles (202206)",indec_04_variacion_interanual,47.8,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-06-01,Equipamiento y mantenimiento del hogar (202206),indec_05_indice,772.6412,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-06-01,Equipamiento y mantenimiento del hogar (202206),indec_05_variacion_mensual,6.0,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-06-01,Equipamiento y mantenimiento del hogar (202206),indec_05_variacion_interanual,58.9,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-06-01,Salud (202206),indec_06_indice,886.798,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-06-01,Salud (202206),indec_06_variacion_mensual,7.4,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-06-01,Salud (202206),indec_06_variacion_interanual,67.2,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-06-01,Transporte (202206),indec_07_indice,848.636,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-06-01,Transporte (202206),indec_07_variacion_mensual,4.7,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-06-01,Transporte (202206),indec_07_variacion_interanual,59.0,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-06-01,Comunicación (202206),indec_08_indice,603.5522,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-06-01,Comunicación (202206),indec_08_variacion_mensual,0.4,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-06-01,Comunicación (202206),indec_08_variacion_interanual,28.9,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-06-01,Recreación y cultura (202206),indec_09_indice,724.0064,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-06-01,Recreación y cultura (202206),indec_09_variacion_mensual,4.3,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-06-01,Recreación y cultura (202206),indec_09_variacion_interanual,54.8,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-06-01,Educación (202206),indec_10_indice,669.445,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-06-01,Educación (202206),indec_10_variacion_mensual,2.0,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-06-01,Educación (202206),indec_10_variacion_interanual,59.0,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-06-01,Restaurantes y hoteles (202206),indec_11_indice,805.4594,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-06-01,Restaurantes y hoteles (202206),indec_11_variacion_mensual,6.2,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-06-01,Restaurantes y hoteles (202206),indec_11_variacion_interanual,81.9,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-06-01,Bienes y servicios varios (202206),indec_12_indice,667.7975,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-06-01,Bienes y servicios varios (202206),indec_12_variacion_mensual,5.0,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-06-01,Bienes y servicios varios (202206),indec_12_variacion_interanual,57.3,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-06-01,nan (202206),indec_Estacional_indice,880.3186,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-06-01,nan (202206),indec_Estacional_variacion_mensual,6.6,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-06-01,nan (202206),indec_Estacional_variacion_interanual,84.5,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-06-01,nan (202206),indec_Núcleo_indice,819.5734,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-06-01,nan (202206),indec_Núcleo_variacion_mensual,5.1,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-06-01,nan (202206),indec_Núcleo_variacion_interanual,65.5,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-06-01,nan (202206),indec_Regulados_indice,662.0938,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-06-01,nan (202206),indec_Regulados_variacion_mensual,5.3,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-06-01,nan (202206),indec_Regulados_variacion_interanual,46.9,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-06-01,nan (202206),indec_B_indice,867.0654,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-06-01,nan (202206),indec_B_variacion_mensual,5.2,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-06-01,nan (202206),indec_B_variacion_interanual,66.0,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-06-01,nan (202206),indec_S_indice,649.3822,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-06-01,nan (202206),indec_S_variacion_mensual,5.5,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-06-01,nan (202206),indec_S_variacion_interanual,58.4,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-07-01,NIVEL GENERAL (202207),indec_0_indice,851.761,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-07-01,NIVEL GENERAL (202207),indec_0_variacion_mensual,7.4,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-07-01,NIVEL GENERAL (202207),indec_0_variacion_interanual,71.0,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-07-01,Alimentos y bebidas no alcohólicas (202207),indec_01_indice,903.4609,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-07-01,Alimentos y bebidas no alcohólicas (202207),indec_01_variacion_mensual,6.0,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-07-01,Alimentos y bebidas no alcohólicas (202207),indec_01_variacion_interanual,70.6,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-07-01,Bebidas alcohólicas y tabaco (202207),indec_02_indice,674.3455,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-07-01,Bebidas alcohólicas y tabaco (202207),indec_02_variacion_mensual,6.4,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-07-01,Bebidas alcohólicas y tabaco (202207),indec_02_variacion_interanual,61.2,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-07-01,Prendas de vestir y calzado (202207),indec_03_indice,971.758,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-07-01,Prendas de vestir y calzado (202207),indec_03_variacion_mensual,8.5,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-07-01,Prendas de vestir y calzado (202207),indec_03_variacion_interanual,96.7,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-07-01,"Vivienda, agua, electricidad, gas y otros combustibles (202207)",indec_04_indice,649.6896,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-07-01,"Vivienda, agua, electricidad, gas y otros combustibles (202207)",indec_04_variacion_mensual,4.6,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-07-01,"Vivienda, agua, electricidad, gas y otros combustibles (202207)",indec_04_variacion_interanual,50.3,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-07-01,Equipamiento y mantenimiento del hogar (202207),indec_05_indice,852.4176,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-07-01,Equipamiento y mantenimiento del hogar (202207),indec_05_variacion_mensual,10.3,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-07-01,Equipamiento y mantenimiento del hogar (202207),indec_05_variacion_interanual,70.7,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-07-01,Salud (202207),indec_06_indice,947.493,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-07-01,Salud (202207),indec_06_variacion_mensual,6.8,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-07-01,Salud (202207),indec_06_variacion_interanual,72.1,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-07-01,Transporte (202207),indec_07_indice,895.3078,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-07-01,Transporte (202207),indec_07_variacion_mensual,5.5,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-07-01,Transporte (202207),indec_07_variacion_interanual,63.9,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-07-01,Comunicación (202207),indec_08_indice,636.8292,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-07-01,Comunicación (202207),indec_08_variacion_mensual,5.5,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-07-01,Comunicación (202207),indec_08_variacion_interanual,35.5,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-07-01,Recreación y cultura (202207),indec_09_indice,819.4993,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-07-01,Recreación y cultura (202207),indec_09_variacion_mensual,13.2,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-07-01,Recreación y cultura (202207),indec_09_variacion_interanual,70.0,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-07-01,Educación (202207),indec_10_indice,710.2816,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-07-01,Educación (202207),indec_10_variacion_mensual,6.1,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-07-01,Educación (202207),indec_10_variacion_interanual,64.6,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-07-01,Restaurantes y hoteles (202207),indec_11_indice,884.0683,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-07-01,Restaurantes y hoteles (202207),indec_11_variacion_mensual,9.8,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-07-01,Restaurantes y hoteles (202207),indec_11_variacion_interanual,90.6,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-07-01,Bienes y servicios varios (202207),indec_12_indice,721.9398,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-07-01,Bienes y servicios varios (202207),indec_12_variacion_mensual,8.1,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-07-01,Bienes y servicios varios (202207),indec_12_variacion_interanual,64.8,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-07-01,nan (202207),indec_Estacional_indice,979.7957,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-07-01,nan (202207),indec_Estacional_variacion_mensual,11.3,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-07-01,nan (202207),indec_Estacional_variacion_interanual,95.8,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-07-01,nan (202207),indec_Núcleo_indice,879.6383,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-07-01,nan (202207),indec_Núcleo_variacion_mensual,7.3,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-07-01,nan (202207),indec_Núcleo_variacion_interanual,72.2,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-07-01,nan (202207),indec_Regulados_indice,694.6115,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-07-01,nan (202207),indec_Regulados_variacion_mensual,4.9,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-07-01,nan (202207),indec_Regulados_variacion_interanual,51.9,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-07-01,nan (202207),indec_B_indice,930.4681,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-07-01,nan (202207),indec_B_variacion_mensual,7.3,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-07-01,nan (202207),indec_B_variacion_interanual,73.1,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-07-01,nan (202207),indec_S_indice,698.1322,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-07-01,nan (202207),indec_S_variacion_mensual,7.5,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-07-01,nan (202207),indec_S_variacion_interanual,65.2,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-08-01,NIVEL GENERAL (202208),indec_0_indice,911.1316,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-08-01,NIVEL GENERAL (202208),indec_0_variacion_mensual,7.0,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-08-01,NIVEL GENERAL (202208),indec_0_variacion_interanual,78.5,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-08-01,Alimentos y bebidas no alcohólicas (202208),indec_01_indice,967.5805,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-08-01,Alimentos y bebidas no alcohólicas (202208),indec_01_variacion_mensual,7.1,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-08-01,Alimentos y bebidas no alcohólicas (202208),indec_01_variacion_interanual,80.0,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-08-01,Bebidas alcohólicas y tabaco (202208),indec_02_indice,721.689,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-08-01,Bebidas alcohólicas y tabaco (202208),indec_02_variacion_mensual,7.0,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-08-01,Bebidas alcohólicas y tabaco (202208),indec_02_variacion_interanual,69.1,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-08-01,Prendas de vestir y calzado (202208),indec_03_indice,1067.5251,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-08-01,Prendas de vestir y calzado (202208),indec_03_variacion_mensual,9.9,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-08-01,Prendas de vestir y calzado (202208),indec_03_variacion_interanual,109.0,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-08-01,"Vivienda, agua, electricidad, gas y otros combustibles (202208)",indec_04_indice,685.6993,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-08-01,"Vivienda, agua, electricidad, gas y otros combustibles (202208)",indec_04_variacion_mensual,5.5,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-08-01,"Vivienda, agua, electricidad, gas y otros combustibles (202208)",indec_04_variacion_interanual,56.8,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-08-01,Equipamiento y mantenimiento del hogar (202208),indec_05_indice,924.2301,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-08-01,Equipamiento y mantenimiento del hogar (202208),indec_05_variacion_mensual,8.4,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-08-01,Equipamiento y mantenimiento del hogar (202208),indec_05_variacion_interanual,79.2,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-08-01,Salud (202208),indec_06_indice,1001.738,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-08-01,Salud (202208),indec_06_variacion_mensual,5.7,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-08-01,Salud (202208),indec_06_variacion_interanual,74.6,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-08-01,Transporte (202208),indec_07_indice,956.4746,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-08-01,Transporte (202208),indec_07_variacion_mensual,6.8,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-08-01,Transporte (202208),indec_07_variacion_interanual,71.0,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-08-01,Comunicación (202208),indec_08_indice,662.6492,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-08-01,Comunicación (202208),indec_08_variacion_mensual,4.1,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-08-01,Comunicación (202208),indec_08_variacion_interanual,41.8,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-08-01,Recreación y cultura (202208),indec_09_indice,860.7132,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-08-01,Recreación y cultura (202208),indec_09_variacion_mensual,5.0,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-08-01,Recreación y cultura (202208),indec_09_variacion_interanual,72.1,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-08-01,Educación (202208),indec_10_indice,745.7268,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-08-01,Educación (202208),indec_10_variacion_mensual,5.0,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-08-01,Educación (202208),indec_10_variacion_interanual,65.8,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-08-01,Restaurantes y hoteles (202208),indec_11_indice,942.9087,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-08-01,Restaurantes y hoteles (202208),indec_11_variacion_mensual,6.7,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-08-01,Restaurantes y hoteles (202208),indec_11_variacion_interanual,97.5,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-08-01,Bienes y servicios varios (202208),indec_12_indice,784.4224,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-08-01,Bienes y servicios varios (202208),indec_12_variacion_mensual,8.7,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-08-01,Bienes y servicios varios (202208),indec_12_variacion_interanual,73.3,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-08-01,nan (202208),indec_Estacional_indice,1064.731,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-08-01,nan (202208),indec_Estacional_variacion_mensual,8.7,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-08-01,nan (202208),indec_Estacional_variacion_interanual,111.5,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-08-01,nan (202208),indec_Núcleo_indice,939.4677,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-08-01,nan (202208),indec_Núcleo_variacion_mensual,6.8,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-08-01,nan (202208),indec_Núcleo_variacion_interanual,78.4,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-08-01,nan (202208),indec_Regulados_indice,738.3105,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-08-01,nan (202208),indec_Regulados_variacion_mensual,6.3,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-08-01,nan (202208),indec_Regulados_variacion_interanual,59.7,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-08-01,nan (202208),indec_B_indice,999.6564,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-08-01,nan (202208),indec_B_variacion_mensual,7.4,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-08-01,nan (202208),indec_B_variacion_interanual,81.4,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2022-08-01,nan (202208),indec_S_indice,738.3679,indice,indec,2026-08-05T21:48:05.576542+00:00
